v_x,v_y,v,aX,aY,a,pos_x,pos_y,msec,v_x/msec,v_y/msec,v/msec,aX/msec,aY/msec,a/msec,Mode
0,0.800010681,0.800010681,0,0.800010681,0.800010681,80.88751221,72.40001678,11.5,0,0.064516991,0.064516991,0,0.064516991,0.064516991,pen
-0.800018311,0.799987793,1.131375166,-0.800018311,-2.28882E-05,0.331364485,80.0874939,73.20000458,12.20000005,-0.064517606,0.064515145,0.091239933,-0.064517606,-1.84582E-06,0.026722942,pen
0,0,0,0,0,0,68.0874939,41.19999695,10.79999995,0,0,0,0,0,0,pen
0,0,0,0,0,0,68.0874939,41.19999695,11.10000002,0,0,0,0,0,0,pen
0.800018311,0.800003052,1.131385955,0.800018311,0.800003052,1.131385955,68.88751221,42,12.20000005,0.064517606,0.064516375,0.091240803,0.064517606,0.064516375,0.091240803,pen
0,0.800003052,0.800003052,-0.800018311,0,-0.331382904,68.88751221,42.80000305,13.79999995,0,0.064516375,0.064516375,-0.064517606,0,-0.026724428,pen
0.799987793,2.399997711,2.529816097,0.799987793,1.599994659,1.729813045,69.6875,45.20000076,21,0.064515145,0.193548203,0.204017428,0.064515145,0.129031828,0.139501052,pen
0.799987793,3.200012207,3.298493382,0,0.800014496,0.768677286,70.48748779,48.40001297,17.60000002,0.064515145,0.258065501,0.266007531,0,0.064517298,0.061990104,pen
0.800018311,3.199993134,3.29848228,3.05176E-05,-1.90735E-05,-1.11024E-05,71.2875061,51.6000061,14.89999998,0.064517606,0.258063963,0.266006636,2.4611E-06,-1.53818E-06,-8.95353E-07,pen
0.799987793,1.599994659,1.788844146,-3.05176E-05,-1.599998474,-1.509638134,72.0874939,53.20000076,15.70000005,0.064515145,0.129031828,0.144261625,-2.4611E-06,-0.129032135,-0.121745011,pen
-0.799987793,0.799995422,1.131358981,-0.799987793,0.799995422,1.131358981,68.88751221,58,12.79999995,-0.064515145,0.06451576,0.091238628,-0.064515145,0.06451576,0.091238628,pen
0,0,0,0.799987793,-0.799995422,-1.131358981,68.88751221,58,11,0,0,0,0.064515145,-0.06451576,-0.091238628,pen
0,0,0,0,0,0,68.88751221,58,10.89999998,0,0,0,0,0,0,pen
0,0.800003052,0.800003052,0,0.800003052,0.800003052,68.88751221,58.80000305,13.80000007,0,0.064516375,0.064516375,0,0.064516375,0.064516375,pen
0,0.800003052,0.800003052,0,0,0,68.88751221,59.6000061,15.60000002,0,0.064516375,0.064516375,0,0,0,pen
