velX_min,velX_max,velX_mean,velX_median,velX_last,velY_min,velY_max,velY_mean,velY_median,velY_last,vel_min,vel_max,vel_mean,vel_median,vel_last,velRX_min,velRX_max,velRX_mean,velRX_median,velRX_last,velRY_min,velRY_max,velRY_mean,velRY_median,velRY_last,velR_min,velR_max,velR_mean,velR_median,velR_last,accelerationX_min,accelerationX_max,accelerationX_mean,accelerationX_median,accelerationX_last,accelerationY_min,accelerationY_max,accelerationY_mean,accelerationY_median,accelerationY_last,acceleration_min,acceleration_max,acceleration_mean,acceleration_median,acceleration_last,accelerationRX_min,accelerationRX_max,accelerationRX_mean,accelerationRX_median,accelerationRX_last,accelerationRY_min,accelerationRY_max,accelerationRY_mean,accelerationRY_median,accelerationRY_last,accelerationR_min,accelerationR_max,accelerationR_mean,accelerationR_median,accelerationR_last,pressure_min,pressure_max,pressure_mean,pressure_median,pressure_last,dragTime,widthX,widthY,widthRX,widthRY,Mode
-0.233918129,0.909090909,0.122769349,0,0,-0.235290527,0.293579101,0.038083104,0,0,0,0.913625609,0.218035919,0.188303335,0,-0.233918129,0.909090909,0.122769349,0,0,-0.235290527,0.293579101,0.038083104,0,0,0,0.913625609,0.218035919,0.188303335,0,-0.103305785,0.194931773,0.006000653,0,-0.054945414,-0.155943039,0.026933862,-0.006872102,-0.005203231,0.015698348,-0.249632986,0.066438163,-0.012491225,0.006377454,-0.057143999,-0.103305785,0.194931773,0.006000653,0,-0.054945414,-0.155943039,0.026933862,-0.006872102,-0.005203231,0.015698348,-0.249632986,0.066438163,-0.012491225,0.006377454,-0.057143999,0.98046875,0.981445313,0.980976563,0.981445313,0.98046875,255.7,36.79998779,20,36.79998779,20,pen
-0.242420544,0.079998779,-0.001201973,0,0,0,0.888887657,0.321461578,0.21428517,0,0,0.921351717,0.332611505,0.225876114,0,-0.242420544,0.079998779,-0.001201973,0,0,0,0.888887657,0.321461578,0.21428517,0,0,0.921351717,0.332611505,0.225876114,0,-0.024486924,0.02376672,-0.000143808,-0.000392777,0.02376672,-0.08757526,0.089786632,-0.002936881,0.017650094,-0.087145849,-0.0903286,0.09306583,-0.002938296,0.013492045,-0.0903286,-0.024486924,0.02376672,-0.000143808,-0.000392777,0.02376672,-0.08757526,0.089786632,-0.002936881,0.017650094,-0.087145849,-0.0903286,0.09306583,-0.002938296,0.013492045,-0.0903286,0.9765625,0.98046875,0.980018029,0.98046875,0.98046875,137.7,6.400024414,49.6000061,6.400024414,49.6000061,pen
-1.250000001,1.548383157,-0.008195958,0,0,-1.616161618,0.916668575,-0.046185237,0,0,0,1.616161618,0.590192603,0.51665439,0,-1.250000001,1.548383157,-0.008195958,0,0,-1.616161618,0.916668575,-0.046185235,0,0,0,1.616161618,0.590192549,0.51665439,0,-0.156402339,0.11682243,-0.001112472,0,0.055555313,-0.163248648,0.163949754,-0.000456037,-0.008848086,-0.007936084,-0.166637653,0.163248648,-0.001244149,-0.004044954,-0.056119286,-0.156402339,0.11682243,-0.001112472,0,0.055555313,-0.163248648,0.163949754,-0.000456037,-0.008848238,-0.007936387,-0.166637653,0.163248648,-0.00124415,-0.004044954,-0.056119329,0.98046875,0.981445313,0.981176758,0.981445313,0.981445313,410.5,76,86.40002441,76,86.40002441,pen
0,2.166665396,0.627117809,0.080806848,0.784313725,-0.347826087,0.392156863,-0.027885014,0,0.392156863,0,2.192156194,0.637967119,0.080806848,0.876889403,0,2.166665396,0.627117809,0.080806848,0.784313725,-0.347826087,0.392156863,-0.027885014,0,0.392156863,0,2.192156194,0.637967119,0.080806848,0.876889403,-0.230496319,0.163327309,0.002899435,0.000316983,0.076893502,-0.030245747,0.038446751,0.003016535,0,0.038446751,-0.233208106,0.16610423,0.003484535,0.000316983,0.085969549,-0.230496319,0.163327309,0.002899435,0.000316983,0.076893502,-0.030245747,0.038446751,0.003016535,0,0.038446751,-0.233208106,0.16610423,0.003484535,0.000316983,0.085969549,0.978515625,0.981445313,0.981184896,0.981445313,0.978515625,154.6,96.79998779,9.600006104,96.79998779,9.600006104,pen
-0.44859699,0.179772538,-0.114263281,0,0,0,1.887632219,0.606688458,0.149533281,0,0,1.896173399,0.656053021,0.307668426,0,-0.44859699,0.179772538,-0.114263281,0,0,0,1.887639077,0.606688825,0.149533281,0,0,1.896180226,0.656053394,0.307668426,0,-0.043402778,0.04378763,0.000493686,-0.003628063,-0.017977254,-0.188763222,0.212093508,0.002432176,-0.0143782,-0.188763222,-0.18961734,0.213053191,0.002216828,-0.012884028,-0.18961734,-0.043402778,0.04378763,0.000493686,-0.003628063,-0.017977254,-0.188763908,0.212094278,0.00243218,-0.0143782,-0.188763908,-0.189618023,0.213053958,0.002216832,-0.012883888,-0.189618023,0.98046875,0.981445313,0.981054688,0.981445313,0.98046875,105.7,12.79998779,68,12.79998779,68.00003052,pen
-0.982457211,1.153846153,0.08649457,0,0,-1.50943684,3.215688069,0.092089491,0,0,0,3.276331407,0.494864057,0.352170578,0,-0.982457211,1.153846153,0.08649457,0,0,-1.50943684,3.215688069,0.092089476,0,0,0,3.276331407,0.494863995,0.352170578,0,-0.419287206,0.129270686,-0.006677641,0.002173106,-0.088219817,-0.373917218,0.315263536,0.002680461,0,0,-0.427590478,0.321208961,-0.014210746,0.002281858,-0.088219817,-0.419287206,0.129270686,-0.006677641,0.002173106,-0.088219817,-0.373917218,0.315263536,0.002680464,0,0,-0.427590478,0.321208961,-0.014210747,0.002281858,-0.088219817,0.981445313,0.982421875,0.981477331,0.981445313,0.981445313,1226.6,174.3999634,112,174.3999634,112.0000305,pen
-1.471255949,1.224489796,0.08278577,0,0,-1.584158417,1.925927619,0.027587338,0,1.037038168,0,1.982910003,0.450802938,0.251608334,1.037038168,-1.471255949,1.224489796,0.08278577,0,0,-1.584158417,1.925927619,0.027587335,0,1.037038168,0,1.982912622,0.450802904,0.251608334,1.037038168,-0.169109879,0.147125595,-0.000788345,0,-0.014244797,-0.211640398,0.178338148,0.000971607,0,-0.017937953,-0.211640398,0.215533696,-0.00285157,-0.006513582,-0.018824789,-0.169109879,0.147125595,-0.000788345,0,-0.014244797,-0.211640398,0.178337747,0.000971608,0,-0.017937953,-0.211640398,0.215533981,-0.002851568,-0.006513582,-0.018824789,0.977539063,0.982421875,0.981764915,0.981445313,0.978515625,1103.2,164,70.3999939,164,70.3999939,pen
-1.219046456,1.941747573,0.131845612,0,0.827584103,-3.294115253,2.590474447,-0.003486845,0,0.27585786,0,3.425931106,0.461588984,0.22403255,0.872349131,-1.219046456,1.941747573,0.131845612,0,0.827584103,-3.294115253,2.590477353,-0.003486877,0,0.27585786,0,3.425931106,0.461589022,0.224030413,0.872349131,-0.244568451,0.163759562,-0.000267388,0,0.071343457,-0.322952476,0.350437793,0.000255422,0,0.02378085,-0.364460756,0.335875598,-0.001997736,-0.001317511,0.075202511,-0.244568451,0.163759562,-0.000267388,0,0.071343457,-0.322952476,0.350437793,0.000255421,0,0.02378085,-0.364460756,0.335875598,-0.001997731,-0.001317683,0.075202511,0.979492188,0.982421875,0.982034717,0.982421875,0.981445313,1709.2,238.4000244,167.1999207,238.4000244,167.1999512,pen
-0.120298916,1.761474608,0.279004057,0.040002441,0,-1.321103157,0.734695122,-0.067368709,0,0,0,2.201841581,0.410395705,0.269287449,0,-0.120298916,1.761474608,0.279004057,0.040002441,0,-1.321097557,0.734695122,-0.067368737,0,0,0,2.201838221,0.410395781,0.269287609,0,-0.18541838,0.161603175,-0.004700149,-0.002506328,-0.168350168,-0.121202124,0.13906349,0.002576643,-0.006013217,0.084175084,-0.231772798,0.202003815,-0.006120094,0.008955797,-0.18822121,-0.18541838,0.161603175,-0.004700149,-0.002506328,-0.168350168,-0.121201611,0.139062901,0.002576634,-0.006013072,0.084175084,-0.231772444,0.202003506,-0.006120085,0.008955603,-0.18822121,0.98046875,0.982421875,0.981673177,0.981445313,0.981445313,310.2,104.8000488,42.40002441,104.8000488,42.40002441,pen
-0.851063831,1.538461538,0.084035487,0,0.164945937,-1.910443663,1.67619687,-0.028507669,0,-0.742269299,0,2.403156901,0.428018561,0.189224834,0.760375483,-0.851063831,1.538461538,0.084035487,0,0.164945937,-1.910445941,1.676193964,-0.028507656,0,-0.742269299,0,2.403154647,0.428018557,0.189224834,0.760375483,-0.16722408,0.121528572,-0.000728776,0,0.008997041,-0.207908846,0.200669343,-0.000767599,-0.001041004,-0.060507829,-0.261212707,0.170627516,-0.002907465,-0.001340331,0.060484021,-0.16722408,0.121528572,-0.000728776,0,0.008997041,-0.207909191,0.200669024,-0.000767597,-0.001041004,-0.060507829,-0.261212462,0.170627516,-0.00290747,-0.001340331,0.060484021,0.98046875,0.982421875,0.98218471,0.982421875,0.98046875,1410.4,124,129.6000061,124,129.5999756,pen
