pressure0,interval,gapX,gapY,gap,pos_x,pos_y,msec,v_x,v_y,v,aX,aY,a,Mode
0.193359375,105,0,0,0,101.6875,400.4000244,11.5999999,0,0,0,0,0,0,pen
0.6875,186.7,0,0,0,124.0874939,369.2000122,10.89999998,0,0,0,0,0,0,pen
0.16015625,63.5,-0.799987793,0.800048828,1.131396746,127.2875061,375.6000671,12.9000001,-0.062014557,0.062019289,0.087705173,-0.00480733,0.004807697,0.006798851,pen
0.375,71.20000005,0,-0.799987793,0.799987793,122.4874878,388.4000244,11.89999998,0,-0.067225865,0.067225865,0,-0.005649232,0.005649232,pen
0.65625,115.0999999,0,0,0,124.8875122,392.4000244,10.60000002,0,0,0,0,0,0,pen
0.245117188,24.30000007,0,0,0,125.6875,401.2000122,11.69999993,0,0,0,0,0,0,pen
0.4453125,100,0,-0.799926758,0.799926758,117.6875,411.6000671,12.5,0,-0.063994141,0.063994141,0,-0.005119531,0.005119531,pen
0.387695313,112.8,-0.799987793,0,0.799987793,123.2875061,413.2000122,11.60000002,-0.068964465,0,0.068964465,-0.005945212,0,0.005945212,pen
0.305664063,114.4,-0.800018311,0,0.800018311,138.4874878,414,11.89999998,-0.06722843,0,0.06722843,-0.005649448,0,0.005649448,pen
0.153320313,4744.2,0,0,0,187.5925293,392.6474609,11.89999998,0,0,0,0,0,0,pen
0.247070313,673.6999999,0,-0.483703613,0.483703613,219.0335083,361.6901855,11.30000007,0,-0.042805629,0.042805629,0,-0.003788109,0.003788109,pen
0.3984375,128.7,-0.483734131,0.483703613,0.68408179,210.3267517,370.8806152,11.19999993,-0.043190548,0.043187823,0.061078732,-0.003856299,0.003856056,0.005453458,pen
0.448242188,111.4,0,-0.483703613,0.483703613,210.8104858,373.7828674,11.5,0,-0.042061184,0.042061184,0,-0.003657494,0.003657494,pen
0.37890625,151.9,0,0,0,214.1964417,384.424408,10.80000007,0,0,0,0,0,0,pen
0.21875,104.2,0,0,0,221.4520569,378.1362305,11.10000002,0,0,0,0,0,0,pen
0.432617188,103.9,0,0,0,215.1638794,390.2289124,11.4000001,0,0,0,0,0,0,pen
0.374023438,111.1,0,-0.483734131,0.483734131,211.2941895,398.9356384,12.5999999,0,-0.038391598,0.038391598,0,-0.003046952,0.003046952,pen
0.399414063,143.1,0,0.483734131,0.483734131,212.2616272,405.223877,11,0,0.04397583,0.04397583,0,0.003997803,0.003997803,pen
0.606445313,103.6,0,0,0,214.1964417,406.6750183,12.89999998,0,0,0,0,0,0,pen
